lr,alpha,val_mse,val_mae,test_mse,test_mae,og_mse,og_mae,imp mse,imp mae
0.005,0.01,0.84693545,0.62687665,0.44137228,0.44755498
0.005,0.05,0.9067987,0.6548444,0.43962157,0.44561982
0.005,0.1,0.99310327,0.688704,0.43882674,0.4475214
0.005,0.3,1.2215135,0.7698111,0.47670573,0.47837794
0.003,0.01,0.8182333,0.6134077,0.4323853,0.43660086
0.003,0.05,0.8479431,0.62921005,0.4312685,0.4371488
0.003,0.1,0.9002524,0.6522586,0.43486568,0.43987715
0.003,0.3,1.0965192,0.7257468,0.46812958,0.47615805
0.001,0.01,0.8056249,0.60706526,0.428277,0.4362588
0.001,0.05,0.81026053,0.6103635,0.4280391,0.43631792
0.001,0.1,0.8206358,0.61630106,0.4308933,0.43948522
0.001,0.3,0.8851037,0.6458781,0.44767582,0.4555443
0.0005,0.01,0.80455816,0.6064714,0.42778626,0.43656346
0.0005,0.05,0.8060119,0.60771453,0.42751917,0.43632632
0.0005,0.1,0.8092311,0.60989743,0.4286121,0.43743178
0.0005,0.3,0.83227336,0.6222293,0.43698564,0.44585872
0.0001,0.01,0.8041683,0.6062005,0.43202278,0.44031122
0.0001,0.05,0.80431545,0.6063749,0.42904577,0.43783137
0.0001,0.1,0.80456376,0.6066281,0.42784274,0.43682352
0.0001,0.3,0.80615795,0.60791075,0.42769003,0.43669012
